title,singers,album,download_link,directors,year,film,cast
Hum Mar Jayenge,"['Tulsi Kumar', 'Arijit Singh']",Aashiqui 2,http://www.youtube.com/watch?v=krJsyb_yf7A,['Jeet Ganguly'],2013,Aashiqui 2,
Meri Aashiqui,"['Palak Muchhal', 'Arijit Singh']",Aashiqui 2,http://www.youtube.com/watch?v=NYKazZTTRRU,['Mithoon'],2013,Aashiqui 2,
Piya Aaye Na,"['Tulsi Kumar', 'KK']",Aashiqui 2,http://www.youtube.com/watch?v=bXNhPOMgavI,['Jeet Ganguly'],2013,Aashiqui 2,
Bhula Dena,['Mustafa Zahid'],Aashiqui 2,http://www.youtube.com/watch?v=g8LEktKv9hs,['Jeet Ganguly'],2013,Aashiqui 2,
Aasan Nahin Yahan,['Arijit Singh'],Aashiqui 2,https://www.youtube.com/watch?v=p8eD8PQcC8I,['Jeet Ganguly'],2013,Aashiqui 2,
Sun Raha Hai (Female),['Shreya Ghoshal'],Aashiqui 2,http://www.youtube.com/watch?v=inEu2qQuGZ8,['Ankit Tiwari'],2013,Aashiqui 2,
Milne Hai Mujhse Aayi,['Arijit Singh'],Aashiqui 2,http://www.youtube.com/watch?v=GtPvCa3vvxA,['Jeet Ganguly'],2013,Aashiqui 2,
Tum Hi Ho (Remix),['Arijit Singh'],Aashiqui 2,https://www.youtube.com/watch?v=SevzEpf3BMw,['Mithoon'],2013,Aashiqui 2,
Aaja Nindiya,['Sangeet Haldipur'],Aatma,http://www.youtube.com/watch?v=VLh0DuvmtMw,['Sangeet Haldipur - Siddharth Haldipur'],2013,Aatma,
Jee Le Zyada - I,"['Alyssa Mendonsa', 'Anusha Mani', 'Shefali Alvares', 'Apeksha Dandekar']",Aatma,https://www.youtube.com/watch?v=j-4xOnWpxlA,['Sangeet Haldipur - Siddharth Haldipur'],2013,Aatma,
Teri Khatir,['Suraj Jagan'],Aatma,http://www.youtube.com/watch?v=dZZdl29B7-8,['Sangeet Haldipur - Siddharth Haldipur'],2013,Aatma,
Koi Jaagi Aankhein,['Anahita Irani'],Aatma,https://www.youtube.com/watch?v=Ge2Ac9Ciats,['Sangeet Haldipur - Siddharth Haldipur'],2013,Aatma,
Jee Le Zyada - II,['Nikhil Paul George'],Aatma,https://www.youtube.com/watch?v=oz2FrBcRaPQ,['Sangeet Haldipur - Siddharth Haldipur'],2013,Aatma,
Ab Laut Aa,['Sunidhi Chauhan'],Ab Laut Aa,https://www.youtube.com/watch?v=X9XT-o1QpD0,['Gaurav Dagaonkar'],2013,,
Andheri In Raahon Pe,['Gurleen Singh'],Amdavad Junction,http://www.youtube.com/watch?v=NBfXOnt8ps4,['Parampara Band'],2013,Amdavad Junction,
Andheri In Raahon Pe (Remix),['Gurleen Singh'],Amdavad Junction,http://www.youtube.com/watch?v=qJ0VjtHYXPg,['Parampara Band'],2013,Amdavad Junction,
Maza Bada Aayega,"['Sonu Kakkar', 'Abhas Joshi']",Amma Ki Boli,http://www.youtube.com/watch?v=XZ_SXiwgp6o,['Manoj Santoshi'],2013,Amma Ki Boli,
Aake Tere Kareeb - Male,['Javed Ali'],Amma Ki Boli,http://www.youtube.com/watch?v=MnLKrrnrBug,['Manoj Santoshi'],2013,Amma Ki Boli,
Maa,['Swanand Kirkire'],Amma Ki Boli,http://www.youtube.com/watch?v=Hfm7g8MB1yI,['Manoj Santoshi'],2013,Amma Ki Boli,
Ammaa Ki Boli,['Kailash Kher'],Amma Ki Boli,http://www.youtube.com/watch?v=Zf_XhKdssAI,['Manoj Santoshi'],2013,Amma Ki Boli,
Surmayee,"['Sonu Kakkar', 'Neha Kakkar']",Amma Ki Boli,http://www.youtube.com/watch?v=Xf782QMqC8I,['Manoj Santoshi'],2013,Amma Ki Boli,
Aake Tere Kareeb - Duet,"['Javed Ali', 'Sneha Pant']",Amma Ki Boli,https://www.youtube.com/watch?v=MnLKrrnrBug,['Manoj Santoshi'],2013,Amma Ki Boli,
Aaja Ab Jee Le Zara,"['Deepali Sathe', 'Dev Negi']",Ankur Arora Murder Case,http://www.youtube.com/watch?v=Vtm10ztl2Qw,['Chirantan Bhatt'],2013,Ankur Arora Murder Case,
Tera Aks Hai,['Sunidhi Chauhan'],Ankur Arora Murder Case,http://www.youtube.com/watch?v=QJCZbTsfXFM,"['Sunny Bawra', 'Inder Bawra']",2013,Ankur Arora Murder Case,
Roshni,['Shaan'],Ankur Arora Murder Case,http://www.youtube.com/watch?v=mDV09ShEt2o,['Gourav Dasgupta'],2013,Ankur Arora Murder Case,
Maajhi Go With The Flow,['Vasuda Sharma'],Attuned Spirits,http://www.youtube.com/watch?v=fFrCyE2TE28,['Vasuda Sharma'],2013,,
Barsan Laage Nain,['Vasuda Sharma'],Attuned Spirits,http://www.youtube.com/watch?v=HZU74K0YINI,['Vasuda Sharma'],2013,,
Laagi Lagan,['Vasuda Sharma'],Attuned Spirits,http://www.youtube.com/watch?v=8thpevBS33k,['Vasuda Sharma'],2013,,
Jaagi Jaagi Raina,['Vasuda Sharma'],Attuned Spirits,http://www.youtube.com/watch?v=HqPvI_CwTe8,['Vasuda Sharma'],2013,,
Maula,['Vasuda Sharma'],Attuned Spirits,https://www.youtube.com/watch?v=97p4okjopS8,['Vasuda Sharma'],2013,,
Barbaadiyaan,"['Ram Sampath', 'Sasha Agha']",Aurangzeb,http://www.youtube.com/watch?v=ovLd2omRJfY,['Amartya Rahut'],2013,Aurangzeb,
Jigra Fakira,['Keerthi Sagathia'],Aurangzeb,http://www.youtube.com/watch?v=saMV4sGboYg,['Vipin Mishra'],2013,Aurangzeb,
Barbaadi,['K. Mohan'],Aurangzeb,https://www.youtube.com/watch?v=_AJGOmzTLPs,['Amartya Rahut'],2013,Aurangzeb,
Aurangzeb,"[""Marianne D'Cruz"", 'Vipin Mishra']",Aurangzeb,https://www.youtube.com/watch?v=XiJ5tCU7AP0,['Vipin Mishra'],2013,Aurangzeb,
Shab Gaya Hai,['Shilpa Rao'],B.A. Pass,http://www.youtube.com/watch?v=Qg8S6ET4BLA,['Alokananda Dasgupta'],2013,B.A. Pass,
Naseeba Tere Saath Jud Gaya,['Ash King'],Baat Bann Gayi,http://www.youtube.com/watch?v=Itj1M-NFI_M,['Harpreet Singh'],2013,Baat Bann Gayi,
Dance Karna,"['Ash King', 'Sardar Ali']",Baat Bann Gayi,http://www.youtube.com/watch?v=xzEmlBlrZJc,['Harpreet Singh'],2013,Baat Bann Gayi,
Mann Tu Shudi,['Sonu Nigam'],Baat Bann Gayi,http://www.youtube.com/watch?v=xd_p1LqoKyw,['Harpreet Singh'],2013,Baat Bann Gayi,
Bhago Mohan Pyare,['Nakash Aziz'],Baat Bann Gayi,http://www.youtube.com/watch?v=UO2e_yYyZ6Y,['Harpreet Singh'],2013,Baat Bann Gayi,
Katto Rani,"['Javed Ali', 'Meenal Jain']",Baat Bann Gayi,https://www.youtube.com/watch?v=2SWP8iMhuC4,['Harpreet Singh'],2013,Baat Bann Gayi,
Baatein,['Neeti Mohan'],Baatein,http://www.youtube.com/watch?v=PdCO7f4rY74,['Neeti Mohan'],2013,,
Banjaran,"['Sonu Kakkar', 'Rahul Ram']",Babloo Happy Hai,https://www.youtube.com/watch?v=Uxe_5PIrmK8,['Bishakh - Kanish'],2013,Babloo Happy Hai,
Uhe Batiyan Phir Se Doharaye,['Shankar Mahadevan'],Babloo Happy Hai,https://www.youtube.com/watch?v=RC4-t0u30Ak,['Bishakh - Kanish'],2013,Babloo Happy Hai,
Nagin Dance,['Anmol Malik'],Bajatey Raho,http://www.youtube.com/watch?v=eyAKyUCg5tY,['Jaidev Kumar'],2013,Bajatey Raho,
Khurafati Akhiyan Teri,['Sona Mohapatra'],Bajatey Raho,http://www.youtube.com/watch?v=Ckl0ozNziX0,['Jaidev Kumar'],2013,Bajatey Raho,
Kudi Tu Butter,['Yo Yo Honey Singh'],Bajatey Raho,http://www.youtube.com/watch?v=sQJPKfc22AA,['Yo Yo Honey Singh'],2013,Bajatey Raho,
Bajatey Raho,['Manjeet Ral'],Bajatey Raho,http://www.youtube.com/watch?v=xOVYDgxn0zc,['RDB'],2013,Bajatey Raho,
Kudi Tu Butter (Reprise),['Gajendra Verma'],Bajatey Raho,https://www.youtube.com/watch?v=gtjoK7nbTTE,"['Gajendra Verma', 'Vikram Singh']",2013,Bajatey Raho,
Nagin Dance (Remix),['Anmol Malik'],Bajatey Raho,https://www.youtube.com/watch?v=f6D3SzvIAAM,['Jaidev Kumar'],2013,Bajatey Raho,
O Meri Mata,['Jawar Dildar'],Bajatey Raho,http://www.youtube.com/watch?v=ocwrw_OqnpA,['Jaidev Kumar'],2013,Bajatey Raho,
Balma,"['Nirali Kartik', 'Francois Servant']",Balma,https://www.youtube.com/watch?v=PspcQLrWGTI,['Maatibaani'],2013,,
Pyaar Ki Duniya Basaayi Hai,"['Kavita Krishnamurthy', 'Udit Narayan']",Bazaar-E-Husn,https://www.youtube.com/watch?v=iOc41fp3zIg,['Khayyam'],2013,Bazaar-E-Husn,
Har Shaam Nigaahon Se,['Alka Yagnik'],Bazaar-E-Husn,https://www.youtube.com/watch?v=TPGwoaXVJFw,['Khayyam'],2013,Bazaar-E-Husn,
Maare Nainva Ke Baan,['Sunidhi Chauhan'],Bazaar-E-Husn,https://www.youtube.com/watch?v=RpujYm5St7g,['Khayyam'],2013,Bazaar-E-Husn,
Aaj Kaisi Ghadi Aayi,['Bhaswati Ghosh'],Bazaar-E-Husn,https://www.youtube.com/watch?v=PNKPHhHKywo,['Khayyam'],2013,Bazaar-E-Husn,
Neta Hai Bhai Neta Hai,"['Udit Narayan', 'Vinod Rathod', 'Rajavee Khan', 'Prem Prakash - I']",Beehad - The Ravines,https://www.youtube.com/watch?v=P3DhSyRscJ4,['Arif Khan - II'],2013,Beehad - The Ravines,
Mera Ilaaka,['Vinod Rathod'],Beehad - The Ravines,https://www.youtube.com/watch?v=rj0I1w63klY,['Arif Khan - II'],2013,Beehad - The Ravines,
Jo Chahoge Karungi,['Mamta Sharma'],Beehad - The Ravines,https://www.youtube.com/watch?v=k9Sm6tD8xn4,['Ravindra Jain'],2013,Beehad - The Ravines,
Beehad,['Malini Awasthi'],Beehad - The Ravines,https://www.youtube.com/watch?v=6_HGfdfGVb4,['Ramesh Mishra'],2013,Beehad - The Ravines,
Lehenga Upar Ho Gaya,['Rajavee Khan'],Beehad - The Ravines,https://www.youtube.com/watch?v=BSCA-PQp9Vw,['Arif Khan - II'],2013,Beehad - The Ravines,
Besharam,"['Shree D.', 'Ishq Bector']",Besharam,http://www.youtube.com/watch?v=hcG5cjDf9CQ,"['Shree D.', 'Ishq Bector']",2013,Besharam,
Tere Mohalle,"['Mamta Sharma', 'Aishwarya Nigam']",Besharam,http://www.youtube.com/watch?v=fdbxBXv5DuM,['Lalit Pandit'],2013,Besharam,
Love Ki Ghanti,"['Ranbir Kapoor', 'Sujeet Shetty', 'Amitosh Nagpal']",Besharam,http://www.youtube.com/watch?v=W2wahu8bDMo,['Lalit Pandit'],2013,Besharam,
Dil Kaa Jo Haal Hai,"['Shreya Ghoshal', 'Abhijeet Bhattacharya']",Besharam,http://www.youtube.com/watch?v=Sy9fBrLXuFs,['Lalit Pandit'],2013,Besharam,
Tu Hai,"['Shreya Ghoshal', 'Sonu Nigam']",Besharam,http://www.youtube.com/watch?v=JDeF4PjJAww,['Lalit Pandit'],2013,Besharam,
Aa Re Aa Re,"['Mika Singh', 'Shreya Ghoshal']",Besharam,http://www.youtube.com/watch?v=8MRLP1tA63Q,['Lalit Pandit'],2013,Besharam,
Chal Hand Uthake Nachche,"['Daler Mehndi', 'Mika Singh', 'Sunidhi Chauhan']",Besharam,http://www.youtube.com/watch?v=Cw1xL7g8ij8,['Lalit Pandit'],2013,Besharam,
Tu Hai (Unplugged),"['Shreya Ghoshal', 'Sonu Nigam']",Besharam,https://www.youtube.com/watch?v=q5kd6VAZgJU,['Lalit Pandit'],2013,Besharam,
Besharam (Remix),"['Shree D.', 'Ishq Bector']",Besharam,http://www.youtube.com/watch?v=cOqFIPDPcPU,['Lalit Pandit'],2013,Besharam,
Tere Mohalle (Remix),"['Mamta Sharma', 'Aishwarya Nigam']",Besharam,https://www.youtube.com/watch?v=YrTI5WoNSQw,['Lalit Pandit'],2013,Besharam,
Love Ki Ghanti (Remix),"['Sujeet Shetty', 'Ranbir Kapoor', 'Amitosh Nagpal']",Besharam,https://www.youtube.com/watch?v=aIu1g1p2bY0,['Lalit Pandit'],2013,Besharam,
Dil Kaa Jo Haal Hai (Remix),"['Shreya Ghoshal', 'Abhijeet Bhattacharya']",Besharam,https://www.youtube.com/watch?v=dHBJMK-Hj9g,['Lalit Pandit'],2013,Besharam,
Aa Re Aa Re (Remix),"['Mika Singh', 'Shreya Ghoshal']",Besharam,https://www.youtube.com/watch?v=qvKUx0RWJ6s,['Lalit Pandit'],2013,Besharam,
Zinda,['Siddharth Mahadevan'],Bhaag Milkha Bhaag,http://www.youtube.com/watch?v=Ax0G_P2dSBw,['Shankar - Ehsaan - Loy'],2013,Bhaag Milkha Bhaag,
Mera Yaar,['Javed Bashir'],Bhaag Milkha Bhaag,http://www.youtube.com/watch?v=pIwhdEG_53w,['Shankar - Ehsaan - Loy'],2013,Bhaag Milkha Bhaag,
Maston Ka Jhund,['Divya Kumar'],Bhaag Milkha Bhaag,http://www.youtube.com/watch?v=3_OKOmTC42A,['Shankar - Ehsaan - Loy'],2013,Bhaag Milkha Bhaag,
Bhaag Milkha Bhaag,['Arif Lohar'],Bhaag Milkha Bhaag,http://www.youtube.com/watch?v=neIYLnOHkpw,['Shankar - Ehsaan - Loy'],2013,Bhaag Milkha Bhaag,
Slow Motion Angreza,"['Shankar Mahadevan', 'Sukhwinder Singh', 'Loy Mendonsa']",Bhaag Milkha Bhaag,http://www.youtube.com/watch?v=60vIVA5AZ9M,['Shankar - Ehsaan - Loy'],2013,Bhaag Milkha Bhaag,
O Rangrez,"['Shreya Ghoshal', 'Javed Bashir']",Bhaag Milkha Bhaag,http://www.youtube.com/watch?v=5idNBcKDtvA,['Shankar - Ehsaan - Loy'],2013,Bhaag Milkha Bhaag,
Bhaag Milkha Bhaag - Rock Version,['Siddharth Mahadevan'],Bhaag Milkha Bhaag,http://www.youtube.com/watch?v=hc7IJO7fD78,['Shankar - Ehsaan - Loy'],2013,Bhaag Milkha Bhaag,
Bin Phere Free Me Tere,['Labh Janjua'],Bin Phere Free Me Ttere,https://www.youtube.com/watch?v=R_sMHkufryQ,['Vishnu Narayan'],2013,Bin Phere Free Me Ttere,
Tum Se Pyar Kiya Hai,"['Kumar Sanu', 'Pamela Jain']",Bin Phere Free Me Ttere,http://www.youtube.com/watch?v=RpIfQMgm83k,['Vishnu Narayan'],2013,Bin Phere Free Me Ttere,
Yaara Dil Naa Todna,['Vikas Ambhore'],Bin Phere Free Me Ttere,https://www.youtube.com/watch?v=_ocGeExMeIM,['Vishnu Narayan'],2013,Bin Phere Free Me Ttere,
Panga Pe Gaya,['Labh Janjua'],Bin Phere Free Me Ttere,http://www.youtube.com/watch?v=nzU0spFzY68,['Vishnu Narayan'],2013,Bin Phere Free Me Ttere,
Ek Baar Mila De Yaar,['Mohammed Salamat'],Bin Phere Free Me Ttere,https://www.youtube.com/watch?v=dW1AEZ27hHA,['Vishnu Narayan'],2013,Bin Phere Free Me Ttere,
Ishq Nithalla,['Vishnu Narayan'],Bin Phere Free Me Ttere,http://www.youtube.com/watch?v=7OrLkfUNMbA,['Vishnu Narayan'],2013,Bin Phere Free Me Ttere,
Tu Aadi Hai,['Asha Bhosle'],Black Home,https://www.youtube.com/watch?v=n2jMBTvOLGE,['Akshay Hariharan'],2013,Black Home,
Kaanha Mose,['Hariharan'],Black Home,https://www.youtube.com/watch?v=cctYqSEIlZA,['Akshay Hariharan'],2013,Black Home,
Firangi Beer Bar Hai,['Mamta Sharma'],Black Home,https://www.youtube.com/watch?v=UTRP_A6lBT8,['Amar Mohile'],2013,Black Home,
Bliss,['Arun Shenoy'],Bliss,https://www.youtube.com/watch?v=o5C8SAGBLp4,['Arun Shenoy'],2013,,
Falsafa,['KK'],Bloody Isshq,http://www.youtube.com/watch?v=fI62p7ykHWM,['Ashok Bhadra'],2013,Bloody Isshq,
Danger Hai Laila,['Sunidhi Chauhan'],Bloody Isshq,http://www.youtube.com/watch?v=K9b_o2QuNMc,['Ashok Bhadra'],2013,Bloody Isshq,
Ajab Hai Ye Zindagi,['KK'],Bloody Isshq,http://www.youtube.com/watch?v=G33wvLixT_0,['Ashok Bhadra'],2013,Bloody Isshq,
Baadalon Ki Hai Saazish - Duet,"['Sonu Nigam', 'Shreya Ghoshal']",Bloody Isshq,https://www.youtube.com/watch?v=qr45L1dmQtU,['Ashok Bhadra'],2013,Bloody Isshq,
Jaanam,['Sunidhi Chauhan'],Bloody Isshq,http://www.youtube.com/watch?v=vQuOoGY3X78,['Ashok Bhadra'],2013,Bloody Isshq,
Hawa Lagi Hai,"['Javed Ali', 'June Bannerjee']",Bloody Isshq,http://www.youtube.com/watch?v=5fSbsDyah9Q,['Ashok Bhadra'],2013,Bloody Isshq,
Kill Me,"['Usha Uthup', 'Zubeen Garg']",Bloody Isshq,http://www.youtube.com/watch?v=_nJCqofCY54&,['Ashok Bhadra'],2013,Bloody Isshq,
Blue Eyes,['Yo Yo Honey Singh'],Blue Eyes,http://www.youtube.com/watch?v=NbyHNASFi6U,['Yo Yo Honey Singh'],2013,,
Bachchan,['Sukhwinder Singh'],Bombay Talkies,http://www.youtube.com/watch?v=fGrc-DkHVtE,['Amit Trivedi'],2013,Bombay Talkies,
Akkad Bakkad,['Mohit Chauhan'],Bombay Talkies,http://www.youtube.com/watch?v=ZvfScDFwp3o,['Amit Trivedi'],2013,Bombay Talkies,
Murabba (Duet),"['Amit Trivedi', 'Kavita Seth']",Bombay Talkies,http://www.youtube.com/watch?v=x0BoT6OLjTc,['Amit Trivedi'],2013,Bombay Talkies,
Bombay Talkies (Duet),"['Kailash Kher', 'Richa Sharma']",Bombay Talkies,http://www.youtube.com/watch?v=IHvIVLEZ3tg,['Amit Trivedi'],2013,Bombay Talkies,
Murabba (Solo),['Javed Bashir'],Bombay Talkies,https://www.youtube.com/watch?v=iRUTimD05Gs,['Amit Trivedi'],2013,Bombay Talkies,
Bombay Talkies,"['Udit Narayan', 'Sukhwinder Singh', 'Kavita Krishnamurthy']",Bombay Talkies,http://www.youtube.com/watch?v=VByWs3tTyGk,['Amit Trivedi'],2013,Bombay Talkies,
Boss,"['Meet Bros Anjjan', 'Yo Yo Honey Singh']",Boss,http://www.youtube.com/watch?v=wiJpdCDO1jI,['Meet Bros Anjjan'],2013,Boss,
Hum Naa Tode (Hum Naa Chhoden Toden Phoden),['Vishal Dadlani'],Boss,http://www.youtube.com/watch?v=5t-mHUePLDU,['P.A. Deepak'],2013,Boss,
Pitah Se Hai Naam Tera,"['Sonu Nigam', 'Meet Bros Anjjan']",Boss,http://www.youtube.com/watch?v=Hvptmx4n0qo,['Meet Bros Anjjan'],2013,Boss,
Party All Night,['Yo Yo Honey Singh'],Boss,http://www.youtube.com/watch?v=Wd7H311MrWA,['Yo Yo Honey Singh'],2013,Boss,
Har Kisi Ko Nahin Milta Yahan Pyar Zindagi Mein,"[""Nikhil D'Souza""]",Boss,http://www.youtube.com/watch?v=xXTXuokXGDU,"['Kalyanji - Anandji', 'Chirantan Bhatt']",2013,Boss,
Boss Entry Theme,"['Meet Bros Anjjan', 'Sonu Kakkar', 'Khushboo Grewal']",Boss,https://www.youtube.com/watch?v=PrBFARqyKlI,['Meet Bros Anjjan'],2013,Boss,
Har Kisi Ko Nahin Milta Yahan Pyar Zindagi Mein (Duet),"['Arijit Singh', 'Neeti Mohan']",Boss,http://www.youtube.com/watch?v=crOA1iriypE,"['Kalyanji - Anandji', 'Chirantan Bhatt']",2013,Boss,
Boss (Remix),"['Meet Bros Anjjan', 'Yo Yo Honey Singh']",Boss,https://www.youtube.com/watch?v=fgsnwiN4i94,['Meet Bros Anjjan'],2013,Boss,
Boss (Ganpati Mix),['Meet Bros Anjjan'],Boss,http://www.youtube.com/watch?v=t3bQY9tCiuw,['Meet Bros Anjjan'],2013,Boss,
Boys Toh Boys Hain,"['Neeraj Shridhar', 'Willii Saadhak', 'Sonika Sharma']",Boyss Toh Boyss Hain,http://www.youtube.com/watch?v=qmsPd5gBW4I,['Willii Saadhak'],2013,Boyss Toh Boyss Hain,
Gol Gol,['Mika Singh'],Boyss Toh Boyss Hain,https://www.youtube.com/watch?v=l16CkzMss5o,['Shailendra - Sayanti'],2013,Boyss Toh Boyss Hain,
Kachcha Paapad,"['Labh Janjua', 'Anuj Garg']",Boyss Toh Boyss Hain,https://www.youtube.com/watch?v=uvJYHrsB0iE,['Anuj Garg'],2013,Boyss Toh Boyss Hain,
Sab Kuchh Badal Gaya,"['Mohit Chauhan', 'Sayanti']",Boyss Toh Boyss Hain,http://www.youtube.com/watch?v=ROJ3thK8NsY,['Shailendra - Sayanti'],2013,Boyss Toh Boyss Hain,
Coffee Shop Mein,['Sasha Tirupati'],Boyss Toh Boyss Hain,http://www.youtube.com/watch?v=Bezll45idkk,"['Dhiren Raichura', 'Sujit Joshi', 'Dhwanit Joshi']",2013,Boyss Toh Boyss Hain,
Dreaming,"['Sunidhi Chauhan', 'Anup Jalota']",Boyss Toh Boyss Hain,https://www.youtube.com/watch?v=OktARNInW5c,['Gourav Dasgupta'],2013,Boyss Toh Boyss Hain,
Boys Toh Boys Hain (Remix),"['Neeraj Shridhar', 'Willii Saadhak', 'Sonika Sharma']",Boyss Toh Boyss Hain,https://www.youtube.com/watch?v=5eOQoYZYoqQ,['Willii Saadhak'],2013,Boyss Toh Boyss Hain,
Daamini,['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=PwXcQ3Kl2f8,['Zila Khan'],2013,,
Ayesha Meri,['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=t1gyVk7X8Rk,['Zila Khan'],2013,,
Maula Bade Door Hain Hum,['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=UbG2WGuoqp8,['Zila Khan'],2013,,
Tamanna-E-Watan,['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=B1yd_88Nf_k,['Sooraj'],2013,,
Naujawan Hain Hum,['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=I1u8G6NZvQ0,['Jwala Prasad'],2013,,
Desh Bhakti Ka Jashn,['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=KEAxYxMoDEs,['Sooraj'],2013,,
Patjhad,['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=af2PV4uCVYg,['Jwala Prasad'],2013,,
Ayesha Meri (Repeat),['Zila Khan'],Braveheart - Daamini (A Tribute To Women),https://www.youtube.com/watch?v=6tJjGNU9vYw,['Zila Khan'],2013,,
Tamanche Pe Disco,"['Nindy Kaur', 'Raftaar', 'RDB']",Bullett Raja,http://www.youtube.com/watch?v=ju12RhZFGRo,['RDB'],2013,Bullett Raja,
Saamne Hai Savera,"['Wajid Khan', 'Shreya Ghoshal']",Bullett Raja,http://www.youtube.com/watch?v=zC-7F-oMOas,['Sajid - Wajid'],2013,Bullett Raja,
Jai Govinda Jai Gopala,['Neeraj Shridhar'],Bullett Raja,https://www.youtube.com/watch?v=055zsjwJ3Vs,['Sajid - Wajid'],2013,Bullett Raja,
Don't Touch My Body,['Mamta Sharma'],Bullett Raja,https://www.youtube.com/watch?v=E18MM9FV97k,['Sajid - Wajid'],2013,Bullett Raja,
Bullet Raja,['Wajid Khan'],Bullett Raja,http://www.youtube.com/watch?v=N8jFXyGRONs,['Sajid - Wajid'],2013,Bullett Raja,
Satake Thoko,"['Wajid Khan', 'Keerthi Sagathia', 'Danish Sabri']",Bullett Raja,https://www.youtube.com/watch?v=UgCcaGXPQQs,['Sajid - Wajid'],2013,Bullett Raja,
Jai Govinda Jai Gopala (Remix),['Neeraj Shridhar'],Bullett Raja,https://www.youtube.com/watch?v=zGAB7YPV204,['Sajid - Wajid'],2013,Bullett Raja,
Bindaas,"['Ajay Jhingran', 'Arjuna Harjai', 'Aishwarya Nigam', 'Anirudh Bhola', 'Rajeev Barnwal', 'Kashi Kashyap']",Calapor,http://www.youtube.com/watch?v=P5Q7sP-pCgY,['Arjuna Harjai'],2013,Calapor,
Tarana,['Surabhi Dashputra'],Calapor,http://www.youtube.com/watch?v=A27WX3WqRIY,['Arjuna Harjai'],2013,Calapor,
