title,singers,album,download_link,directors,year,film,cast
Kesariya,['Zila Khan'],99.9 FM,https://www.youtube.com/watch?v=wdYIzpgPuw8,['Traditional'],2004,99.9 FM,
Nasha Nasha,['Sunidhi Chauhan'],AK-47,https://www.youtube.com/watch?v=sAC3lfhGhOM,['Sajid - Wajid'],2004,AK-47,
Shiv Om,"['Shaan', 'Dheeraj Kumar - I']",Aabra Ka Daabra,https://www.youtube.com/watch?v=QKcrwtbaQ4M,['Himesh Reshammiya'],2004,Aabra Ka Daabra,
Dil Se Dilbar,"['Kumar Sanu', 'Anuradha Paudwal']",Aan: Men At Work,https://www.youtube.com/watch?v=bVZhq1HnUfk,['Anu Malik'],2004,Aan: Men At Work,
Koi Pyar Naa Kare (Sad),"['Sonu Nigam', 'Shreya Ghoshal']",Aan: Men At Work,https://www.youtube.com/watch?v=yHcD6F5YYjc,['Anu Malik'],2004,Aan: Men At Work,
Hamare Baad,"['Udit Narayan', 'Shabbir Kumar', 'Sarika Kapoor', 'Ujwala']",Aan: Men At Work,https://www.youtube.com/watch?v=JhfV2HptlRk,['Anu Malik'],2004,Aan: Men At Work,
Jab Tak Rahega,"['Abhijeet', 'Anuradha Paudwal']",Aan: Men At Work,https://www.youtube.com/watch?v=m_GEkYrzCis,['Anu Malik'],2004,Aan: Men At Work,
Hum Aap Se,"['Alka Yagnik', 'Sonu Nigam']",Aan: Men At Work,https://www.youtube.com/watch?v=5u2Ss82LvJM,['Anu Malik'],2004,Aan: Men At Work,
Koi Pyar Naa Kare,['Sonu Nigam'],Aan: Men At Work,https://www.youtube.com/watch?v=lowtMNDfncU,['Anu Malik'],2004,Aan: Men At Work,
Jugnu Ki Payal,"['Shashwati', 'Zubeen Garg']",Aan: Men At Work,https://www.youtube.com/watch?v=Rac-E3rLsIw,['Anu Malik'],2004,Aan: Men At Work,
Nasha Nasha,['Sunidhi Chauhan'],Aan: Men At Work,https://www.youtube.com/watch?v=Gnizk8yGcss,['Anu Malik'],2004,Aan: Men At Work,
Tu Ishq Mera Hai,"['Kalpana Chauhan', 'Kunal Ganjawala']",Ab Bas,https://www.youtube.com/watch?v=6oaf24ojk-w,['Daboo Malik'],2004,Ab Bas,
Kabhi Bindiya Banke,"['Anuradha Paudwal', 'Kumar Sanu']",Ab Bas,https://www.youtube.com/watch?v=ZnGCNX6Bys8,['Daboo Malik'],2004,Ab Bas,
Mohabbat Karke (Female),['Kalpana Chauhan'],Ab Bas,http://www.youtube.com/watch?v=lZuEfKflIZw,['Daboo Malik'],2004,Ab Bas,
Tere Chehre Pe,"['Udit Narayan', 'Shreya Ghoshal']",Ab Bas,https://www.youtube.com/watch?v=AXmALC9C4Mw,['Daboo Malik'],2004,Ab Bas,
Ishara Ishara,['Sunidhi Chauhan'],Ab Bas,https://www.youtube.com/watch?v=rYHUZo6bl8Y,['Daboo Malik'],2004,Ab Bas,
Mohabbat Karke (Male),['Shaan'],Ab Bas,https://www.youtube.com/watch?v=0AAS8RX0nRM,['Daboo Malik'],2004,Ab Bas,
Tere Chehre Pe Marne Laga,"['Udit Narayan', 'Shreya Ghoshal']",Ab Bas,https://www.youtube.com/watch?v=cwo9p2Upm7c,['Daboo Malik'],2004,Ab Bas,
Hamein Tumse Hua Hai Pyar,"['Udit Narayan', 'Alka Yagnik']",Ab Tumhare Hawale Watan Sathiyo,http://www.youtube.com/watch?v=GVuZCoDN5fo,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Kurti Malmal Di,"['Anuradha Paudwal', 'Sonu Nigam', 'Sudesh Bhosle', 'Kailash Kher', 'Sneha Pant']",Ab Tumhare Hawale Watan Sathiyo,http://www.youtube.com/watch?v=pBVk0Xw8-Yk,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Mujhe Pyar Do,"['Anuradha Paudwal', 'Sonu Nigam', 'Karsan Sagathia']",Ab Tumhare Hawale Watan Sathiyo,http://www.youtube.com/watch?v=U5fatAHvktU,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Chali Aa Chali Aa,"['Sonu Nigam', 'Alka Yagnik']",Ab Tumhare Hawale Watan Sathiyo,http://www.youtube.com/watch?v=n-yeqGu0maY,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Mere Sar Pe Dupatta,"['Udit Narayan', 'Alka Yagnik', 'Jaspinder Narula']",Ab Tumhare Hawale Watan Sathiyo,http://www.youtube.com/watch?v=Tr3jQiXhrh8,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Ab Tumhare Hawale Watan Sathiyo - I,"['Udit Narayan', 'Alka Yagnik', 'Sonu Nigam', 'Kailash Kher']",Ab Tumhare Hawale Watan Sathiyo,http://www.youtube.com/watch?v=jKzCPLu98O4,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Ab Tumhare Hawale Watan Sathiyo - II,"['Udit Narayan', 'Sonu Nigam']",Ab Tumhare Hawale Watan Sathiyo,https://www.youtube.com/watch?v=Wrq9SpUGoRU,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Shivji Satya Hai,"['Sonu Nigam', 'Sukhwinder Singh']",Ab Tumhare Hawale Watan Sathiyo,https://www.youtube.com/watch?v=XII-o_9tOM8,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Dil Rota Hai Baar Baar,['Sonu Nigam'],Ab Tumhare Hawale Watan Sathiyo,https://www.youtube.com/watch?v=SuZQYCZAnak,['Anu Malik'],2004,Ab Tumhare Hawale Watan Sathiyo,
Tum Mujhe Bas Yun Hi Pyar Karti Raho,"['Kumar Sanu', 'Sujata Bhattacharya']",Aetbaar,https://www.youtube.com/watch?v=f-hrdOEMvwQ,['Rajesh Roshan'],2004,Aetbaar,
Chhodo Chhodo Jao Jao,"['Udit Narayan', 'Sunidhi Chauhan']",Aetbaar,https://www.youtube.com/watch?v=bgUPcMzIk10,['Rajesh Roshan'],2004,Aetbaar,
Saansein Ghulne Lagee,"['Sonu Nigam', 'Shreya Ghoshal']",Aetbaar,https://www.youtube.com/watch?v=Tod5rT9jMm4,['Rajesh Roshan'],2004,Aetbaar,
Aetbaar,"['Abhijeet', 'Alka Yagnik']",Aetbaar,https://www.youtube.com/watch?v=WRu47skWgo8,['Rajesh Roshan'],2004,Aetbaar,
Jeena Hai Kis Liye,['Amitabh Bachchan'],Aetbaar,https://www.youtube.com/watch?v=T8KA1ovn2ao,['Rajesh Roshan'],2004,Aetbaar,
Jaanejaan,"['Alka Yagnik', 'Sonu Nigam']",Agni Pankh,http://www.youtube.com/watch?v=u7SKp-5zbZY,['Pritam'],2004,Agni Pankh,
Aksar,['Shaan'],Aksar,https://www.youtube.com/watch?v=l_f8-jc5o3I,['Shaan'],2004,,
Kya Maine Socha.. One Love (Feat. Blue),"['Shaan', 'Blue']",Aksar,https://www.youtube.com/watch?v=lm019vgc_rE,['Shaan'],2004,,
Raatein Badi Hain (Boom),"['Nayan Rathod', 'Hema Sardesai', 'Naseeruddin Shah', 'Rajiv Rai']",Asambhav,http://www.youtube.com/watch?v=f5DToebqJd0,['Viju Shah'],2004,Asambhav,
Teri Dekh Dekh Ladkaiyan,"['Kavita Krishnamurthy', 'Udit Narayan']",Asambhav,http://www.youtube.com/watch?v=FtyvH2KVvdU,['Viju Shah'],2004,Asambhav,
Mashuqa Rubi,"['Anuradha Sriram', 'Nayan Rathod', 'Rajiv Rai']",Asambhav,http://www.youtube.com/watch?v=kuo31L7MSC0,['Viju Shah'],2004,Asambhav,
Koi Aayega,['Sunidhi Chauhan'],Asambhav,http://www.youtube.com/watch?v=MrqACZJ6Pw8,['Viju Shah'],2004,Asambhav,
Asha Wali Dhoop,"['Taufiq Qureshi', 'Ustad Sultan Khan', 'Shankar Mahadevan', 'Ali Azmat', 'Zakir Hussain']",Asha Wali Dhoop,http://www.youtube.com/watch?v=_z19Mww3ouM,['Taufiq Qureshi'],2004,,
Lau Se Lau Jalti Hai,"['Kavita Krishnamurthy', 'Seetaa Subramaniam']",Athens,https://www.youtube.com/watch?v=6vsU-ky6GIQ,['L. Subramaniam'],2004,,
Silsile Mulaqaton Ke,"['Alka Yagnik', 'Udit Narayan']",Bardaasht,https://www.youtube.com/watch?v=_4pHPgSxciU,['Himesh Reshammiya'],2004,Bardaasht,
Aap Ki Khata Aap Ki Bewafayi,"['Alka Yagnik', 'Shaan']",Bardaasht,https://www.youtube.com/watch?v=pw7lBTyiONQ,['Himesh Reshammiya'],2004,Bardaasht,
Janaabe Ali,"['Kunal Ganjawala', 'Shaan']",Bardaasht,https://www.youtube.com/watch?v=un_to9MN__A,['Himesh Reshammiya'],2004,Bardaasht,
Dil Mera Dil Na Maane (Female),['Alka Yagnik'],Bardaasht,https://www.youtube.com/watch?v=q2cStmx3EqE,['Himesh Reshammiya'],2004,Bardaasht,
Naa Naa Naa Naa Re,"['Alisha Chinai', 'Kunal Ganjawala']",Bardaasht,https://www.youtube.com/watch?v=aSTMWp3vK4A,['Himesh Reshammiya'],2004,Bardaasht,
Dil Mera Dil Na Maane (Male),['Udit Narayan'],Bardaasht,http://www.youtube.com/watch?v=vx8hIV2nO1k,['Himesh Reshammiya'],2004,Bardaasht,
Janaabe Ali (Remix),"['Kunal Ganjawala', 'Shaan']",Bardaasht,http://www.youtube.com/watch?v=XrRBAVX_TS4,['Himesh Reshammiya'],2004,Bardaasht,
Shukriya Shukriya,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=i6f5v5ACcFA,['Nikhil - Vinay'],2004,,
Aye Dil Aye Dil,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=qCqZ9H-n3Kw,['Nikhil - Vinay'],2004,,
Kab Tak Yaad Karoon Main,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=X4ARPQylU5Q,['Nikhil - Vinay'],2004,,
Bhula Naa Sakoge Mujhe,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=lqH1agvaFTg,['Nikhil - Vinay'],2004,,
Tujhme Aur Teri Yaad Mein,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=jnTRtDI3XV8,['Nikhil - Vinay'],2004,,
Aye Aasman Tu Bata De,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=fmAqh4Vqwpw,['Nikhil - Vinay'],2004,,
Ye Mere Ishq Ka Sila Hai,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=KKUwHOs0YHE,['Nikhil - Vinay'],2004,,
Uska Utna Naam Hua Hai,['Agam Kumar Nigam'],Bewafaai,https://www.youtube.com/watch?v=N4H5YVPMEyk,['Nikhil - Vinay'],2004,,
Vignola,['Roop Kumar Rathod'],Broken Rhythms,http://www.youtube.com/watch?v=DGYAKrJHdag,['Trilok Gurtu'],2004,,
Bullet Ek Dhamaka,['Neha Bhasin'],Bullet: Ek Dhamaka,http://www.youtube.com/watch?v=4lDmRLRm5mM,['Somesh Mathur'],2004,Bullet: Ek Dhamaka,
Ishq Aasaan Hai,['Daler Mehndi'],Bullet: Ek Dhamaka,https://www.youtube.com/watch?v=-8SZQ6mt578,['Anand Raj Anand'],2004,Bullet: Ek Dhamaka,
Mushkil Nahin Hai,['Anand Raj Anand'],Bullet: Ek Dhamaka,http://www.youtube.com/watch?v=J2xMlBF-cOs,['Anand Raj Anand'],2004,Bullet: Ek Dhamaka,
Dhoka Dhoka Hai,['Various artists'],Bullet: Ek Dhamaka,http://www.youtube.com/watch?v=ybx9uQpbxU0,['Anand Raj Anand'],2004,Bullet: Ek Dhamaka,
Chak Jigar Ke,['Jagjit Singh'],Chahat,https://www.youtube.com/watch?v=GATUiMsrgyU,['Jagjit Singh'],2004,,
Koi Chaudhvi Raat Ka Chand Bankar,['Jagjit Singh'],Chahat,http://www.youtube.com/watch?v=73whgLKwYFE,['Jagjit Singh'],2004,,
Badla Na Apne Aapko,['Jagjit Singh'],Chahat,https://www.youtube.com/watch?v=VQ6nb0V9JJE,['Jagjit Singh'],2004,,
Tera Chehra,['Jagjit Singh'],Chahat,http://www.youtube.com/watch?v=jKOByj39VLI,['Jagjit Singh'],2004,,
Channa Vey,['Kunal Ganjawala'],Channa Vey,http://www.youtube.com/watch?v=kkD3YFCZ0Cc,['Prasad Sashte'],2004,,
Jaana Hi Hota Hai,"['Pankaj Udhas', 'Vinod Rathod']",Chot,https://www.youtube.com/watch?v=35Qhvl6lfuE,['Raju Singh'],2004,Chot,
Paani Re Paani,"['Adnan Sami', 'Sunidhi Chauhan']",Chot,https://www.youtube.com/watch?v=UM7IiqHltC4,['Raju Singh'],2004,Chot,
Tere Har Sapne Mein,"['Shreya Ghoshal', 'Sonu Nigam']",Chot,https://www.youtube.com/watch?v=F4rka24JaLg,['Raju Singh'],2004,Chot,
Gayi Re Gayi Bhains Pani Mein,"['Amit Kumar', 'Richa Sharma', 'Sunil Chhaila Bihari', 'Javed Khan - II']",Chot,https://www.youtube.com/watch?v=rRG4ikeiGgw,['Raju Singh'],2004,Chot,
Marhaba Marhaba,"['Sonu Nigam', 'Xenia Ali']",Deewaar,http://www.youtube.com/watch?v=bNiQJMOqCg0,['Aadesh Shrivastava'],2004,Deewaar,
Chaliye Va Chaliye Watan Mere Yaara (Leke Aayi Hain Hawayen Yeh Ishara),"['Udit Narayan', 'Roop Kumar Rathod']",Deewaar,http://www.youtube.com/watch?v=HG8mvsrk0c0,['Aadesh Shrivastava'],2004,Deewaar,
Piya Bawri,"['Alka Yagnik', 'Kailash Kher']",Deewaar,http://www.youtube.com/watch?v=JzvLS6pEBHo,['Aadesh Shrivastava'],2004,Deewaar,
Ali Ali (Qawwali),"['Krishna Beura', 'Vijeta Pandit', 'Shraddha Pandit']",Deewaar,http://www.youtube.com/watch?v=Nob5IztlAz4,['Aadesh Shrivastava'],2004,Deewaar,
Kaara Kaaga,['Alka Yagnik'],Deewaar,https://www.youtube.com/watch?v=uk_nHA6EowM,['Aadesh Shrivastava'],2004,Deewaar,
Todenge Deewaar Hum,"['Udit Narayan', 'Mukul Agarwal']",Deewaar,http://www.youtube.com/watch?v=9CNPbiwrXnw,['Aadesh Shrivastava'],2004,Deewaar,
Marhaba Marhaba (Remix),"['Sonu Nigam', 'Xenia Ali']",Deewaar,https://www.youtube.com/watch?v=nLK69WEmk0A,['Aadesh Shrivastava'],2004,Deewaar,
Dekhiye Kya Mod Leti,['Pankaj Udhas'],Dekhiye Kya Mod Leti,https://www.youtube.com/watch?v=Z7qXQctXCUQ,['Pankaj Udhas'],2004,,
Dhoom Machaale,['Sunidhi Chauhan'],Dhoom,http://www.youtube.com/watch?v=MBW3Jo9yoxo&feature=plcp,['Pritam'],2004,Dhoom,
Dilbar Shikdum Shikdum,"['Shreya Ghoshal', 'Shaan']",Dhoom,http://www.youtube.com/watch?v=0LO3N0ixlbU&feature=plcp,['Pritam'],2004,Dhoom,
Dilbara,"['Abhijeet', 'Sowmya Raoh']",Dhoom,http://www.youtube.com/watch?v=2ySNgbEjIHc&feature=plcp,['Pritam'],2004,Dhoom,
Salaame,"['Kunal Ganjawala', 'Vasundhara Das']",Dhoom,http://www.youtube.com/watch?v=Sig4qYxlHdw&feature=plcp,['Pritam'],2004,Dhoom,
Dhoom Dhoom,['Tata Young'],Dhoom,http://www.youtube.com/watch?v=zi2uLaMe5oc&feature=plcp,['Pritam'],2004,Dhoom,
Gustakh Dil Tere Liye,"['Sonu Nigam', 'Sunidhi Chauhan']",Dil Maange More,http://www.youtube.com/watch?v=AMU_v2badYY&feature=plcp,['Himesh Reshammiya'],2004,Dil Maange More,
Aisa Deewana,"['Sonu Nigam', 'Alka Yagnik']",Dil Maange More,http://www.youtube.com/watch?v=AWeEAmn8hcI&feature=plcp,['Himesh Reshammiya'],2004,Dil Maange More,
O Makhna Ve,['Sunidhi Chauhan'],Dil Maange More,http://www.youtube.com/watch?v=lQa0cETap4o&feature=plcp,['Himesh Reshammiya'],2004,Dil Maange More,
Shiqwa Bhi Tumse,['Sonu Nigam'],Dil Maange More,http://www.youtube.com/watch?v=xtS0jG7vdvg&feature=plcp,['Himesh Reshammiya'],2004,Dil Maange More,
Maine Chun Liya,"['Udit Narayan', 'Shreya Ghoshal']",Dil Maange More,http://www.youtube.com/watch?v=pKGiJ8f0w6Q&feature=plcp,['Himesh Reshammiya'],2004,Dil Maange More,
Kubaku Mujhe Tu,"['Shaan', 'Jayesh Gandhi']",Dil Maange More,http://www.youtube.com/watch?v=Cq2wGtX8XxU&feature=plcp,['Himesh Reshammiya'],2004,Dil Maange More,
Shiqwa Bhi Tumse (Sad),['Sonu Nigam'],Dil Maange More,https://www.youtube.com/watch?v=o4s3W7EWZHU,['Himesh Reshammiya'],2004,Dil Maange More,
Dil Ne Jise Apna Kaha,"['Sujata Trivedi', 'Kamaal Khan']",Dil Ne Jise Apna Kahaa,http://www.youtube.com/watch?v=R-NQEEML-QA&feature=plcp,['A.R. Rahman'],2004,Dil Ne Jise Apna Kahaa,
Bindiya Chamakne Lagi,"['Alka Yagnik', 'Udit Narayan']",Dil Ne Jise Apna Kahaa,http://www.youtube.com/watch?v=HP-7mCSuKsc&feature=plcp,['Himesh Reshammiya'],2004,Dil Ne Jise Apna Kahaa,
Yeh Dil To Mila Hai,"['Alka Yagnik', 'Sonu Nigam']",Dil Ne Jise Apna Kahaa,http://www.youtube.com/watch?v=xab6Hi5XwkQ&feature=plcp,['Himesh Reshammiya'],2004,Dil Ne Jise Apna Kahaa,
Jane Bahara,"['Kamaal Khan', 'Sadhna Sargam']",Dil Ne Jise Apna Kahaa,http://www.youtube.com/watch?v=Imnjr3hVjo4&feature=plcp,['A.R. Rahman'],2004,Dil Ne Jise Apna Kahaa,
Go Balle Balle,"['KK', 'Alisha Chinai']",Dil Ne Jise Apna Kahaa,http://www.youtube.com/watch?v=5UC8ApfPwWc&feature=plcp,['Himesh Reshammiya'],2004,Dil Ne Jise Apna Kahaa,
