title,singers,album,download_link,directors,year,film,cast
Aashiq Banaya Aapne (Dhol Remix),['Himesh Reshammiya'],Aashiq Banaya Aapne,https://www.youtube.com/watch?v=kTShcKjaYoc,['Himesh Reshammiya'],2005,Aashiq Banaya Aapne,
Mar Jaawan Mit Jaawan (Dhol Mix),['Abhijeet Sawant'],Aashiq Banaya Aapne,https://www.youtube.com/watch?v=IIHhQRRQrQg,['Himesh Reshammiya'],2005,Aashiq Banaya Aapne,
Dekha Tujhko To,['Kumar Sanu'],Aise Na Dekho Mujhe,http://www.youtube.com/watch?v=yh94dwBaOgw,['Shibu Pinto'],2005,,
Dil Se Kabhi Na Jaana,['Kumar Sanu'],Aise Na Dekho Mujhe,https://www.youtube.com/watch?v=UxBdy7XXiH0,['Shibu Pinto'],2005,,
Tumse Nazrein Mili,['Kumar Sanu'],Aise Na Dekho Mujhe,http://www.youtube.com/watch?v=h-kLOxOKsus,['Shibu Pinto'],2005,,
Baahon Mein Aao,['Kumar Sanu'],Aise Na Dekho Mujhe,https://www.youtube.com/watch?v=BU6xeangJOc,['Shibu Pinto'],2005,,
Dheere Se Chupke Se,['Kumar Sanu'],Aise Na Dekho Mujhe,https://www.youtube.com/watch?v=U0okKWn9b-Q,['Shibu Pinto'],2005,,
Majbooriyan,['Kumar Sanu'],Aise Na Dekho Mujhe,http://www.youtube.com/watch?v=LFdAHnIhPzA,['Shibu Pinto'],2005,,
Hamari Dhadkan,['Kumar Sanu'],Aise Na Dekho Mujhe,http://www.youtube.com/watch?v=0Q4Z14HBaQc,['Shibu Pinto'],2005,,
Raat Katati Nahin,['Kumar Sanu'],Aise Na Dekho Mujhe,http://www.youtube.com/watch?v=jYWz6bU0ba8,['Shibu Pinto'],2005,,
Dil Nashe Mein Choor Hai,['Kumar Sanu'],Aise Na Dekho Mujhe,http://www.youtube.com/watch?v=yXokf3WWjQY,['Shibu Pinto'],2005,,
Aise Na Dekho Mujhe,['Kumar Sanu'],Aise Na Dekho Mujhe,https://www.youtube.com/watch?v=Vfmdk_P5LV8,['Shibu Pinto'],2005,,
Chandni Raaton Mein,['Aumkar Gholap'],Anjaan,https://www.youtube.com/watch?v=WFK0HSEzXh4,"['Rahul Mehta', 'Aumkar Gholap']",2005,Anjaan,
Awaara Baadal,['Rajiv Nair'],Anjaan,https://www.youtube.com/watch?v=V6ZsOZqOMyI,['Rahul Mehta'],2005,Anjaan,
Yeh Zindagi,"['Aumkar Gholap', 'Apurva Monga']",Anjaan,https://www.youtube.com/watch?v=Rgm7r7btrZA,['Aumkar Gholap'],2005,Anjaan,
Sunle Mere O Rabba,['Apurva Monga'],Anjaan,https://www.youtube.com/watch?v=ByeOa-eDxPE,['Rahul Mehta'],2005,Anjaan,
Bas Ek Zara,"['Vardan Singh', 'Sunita - III']",Anjaan,https://www.youtube.com/watch?v=tMqn7frR2GM,['Viju Shah'],2005,Anjaan,
De Do Re De Do,"['Sunidhi Chauhan', 'Jayesh Gandhi']",Anjaane,https://www.youtube.com/watch?v=kYY67cweWfI,['Himesh Reshammiya'],2005,Anjaane,
Ishq Hai Ishq Hai,"['Alka Yagnik', 'Udit Narayan']",Anjaane,https://www.youtube.com/watch?v=I9SOrlwMmIQ,['Himesh Reshammiya'],2005,Anjaane,
Mummy Cool Cool,"['Baby Mohini Roy', 'Master Sohail']",Anjaane,https://www.youtube.com/watch?v=G2eRxDAAHhY,['Himesh Reshammiya'],2005,Anjaane,
Kis Kadar Chahte Hain,"['Alka Yagnik', 'Jayesh Gandhi']",Anjaane,https://www.youtube.com/watch?v=3EOw1i9W3gc,['Himesh Reshammiya'],2005,Anjaane,
Soni Re,"['KK', 'Sapna Mukherjee']",Anjaane,https://www.youtube.com/watch?v=3jH46lEVQJk,['Himesh Reshammiya'],2005,Anjaane,
Aaj Jane Ki Zid Naa Karo,['Asha Bhosle'],Asha,http://www.youtube.com/watch?v=FaF6MCxZb3Q,['Sohail Rana'],2005,,
Sarakti Jaaye Hai (Ahista Ahista),['Asha Bhosle'],Asha,https://www.youtube.com/watch?v=Iew_W03dJJA,['Jagjit Singh'],2005,,
Aawargi,['Asha Bhosle'],Asha,https://www.youtube.com/watch?v=vbvPFqRWCQ4,['Ghulam Ali'],2005,,
Dil Mein Ek Lehar,['Asha Bhosle'],Asha,https://www.youtube.com/watch?v=N0vRJ_uE3Ww,['Ghulam Ali'],2005,,
Ranjish Hi Sahi,['Asha Bhosle'],Asha,https://www.youtube.com/watch?v=QuRaM_k4YJ8,['Nisar Bazmi'],2005,,
Chupke Chupke,['Asha Bhosle'],Asha,http://www.youtube.com/watch?v=GNrawkBsfg4,['Ghulam Ali'],2005,,
Bach Ke Rehna Re Baba,"['Sunidhi Chauhan', 'Sowmya Raoh']",Bachke Rehna Re Baba,http://www.youtube.com/watch?v=ZhGoPblenzI,['Anu Malik'],2005,Bachke Rehna Re Baba,
Tera Husn,['Kunal Ganjawala'],Bachke Rehna Re Baba,http://www.youtube.com/watch?v=iNlMmy4g7RQ,['Anu Malik'],2005,Bachke Rehna Re Baba,
Dil Churane Wale,"['Kumar Sanu', 'Alka Yagnik']",Bachke Rehna Re Baba,http://www.youtube.com/watch?v=urtFtFL-6ZE,['Anu Malik'],2005,Bachke Rehna Re Baba,
Sharafat Chhod De,['Alisha Chinai'],Bachke Rehna Re Baba,http://www.youtube.com/watch?v=d8runFTcWrI,['Anu Malik'],2005,Bachke Rehna Re Baba,
Eiffel Tower,['Sunidhi Chauhan'],Bachke Rehna Re Baba,http://www.youtube.com/watch?v=Zu0yDqyJc5E,['Anu Malik'],2005,Bachke Rehna Re Baba,
Bach Ke Rehna Re Baba (Remix),"['Sunidhi Chauhan', 'Sowmya Raoh']",Bachke Rehna Re Baba,https://www.youtube.com/watch?v=xD9rgGX41NY,['Anu Malik'],2005,Bachke Rehna Re Baba,
Sharafat Chhod De (Remix),['Alisha Chinai'],Bachke Rehna Re Baba,https://www.youtube.com/watch?v=sBufxl_rnZo,['Anu Malik'],2005,Bachke Rehna Re Baba,
Eiffel Tower (Reprise),['Rekha'],Bachke Rehna Re Baba,https://www.youtube.com/watch?v=1rS8R3cmImw,['Anu Malik'],2005,Bachke Rehna Re Baba,
Pyaar Aaya Aur Zyada,"['Sonu Nigam', 'Alka Yagnik']",Barsaat,https://www.youtube.com/watch?v=pD9CJdvNUQQ,['Nadeem - Shravan'],2005,Barsaat,
Aaja Aaja Piaya Ab To Aaja,['Alka Yagnik'],Barsaat,https://www.youtube.com/watch?v=w9Ty3AcgSb4,['Nadeem - Shravan'],2005,Barsaat,
Barsaat Ke Din Aaye,"['Kumar Sanu', 'Alka Yagnik']",Barsaat,https://www.youtube.com/watch?v=u7E4lLBnWMo,['Nadeem - Shravan'],2005,Barsaat,
Chori Chori Ladi Akhiyaan,"['Udit Narayan', 'Alka Yagnik', 'Sapna Awasthi', 'Indee']",Barsaat,https://www.youtube.com/watch?v=Adq-QW9KyaI,['Nadeem - Shravan'],2005,Barsaat,
Maine Tumse Pyaar Bahut Kiya,['Alka Yagnik'],Barsaat,https://www.youtube.com/watch?v=z71ZdAnV8Xw,['Nadeem - Shravan'],2005,Barsaat,
Mushkil (Ye Jo Dil Hai Kisi Pe),"['Abhijeet', 'Alka Yagnik']",Barsaat,https://www.youtube.com/watch?v=w_PXbqhGXKE,['Nadeem - Shravan'],2005,Barsaat,
Nakhre (Shaadi Jo Kiya hai),"['Alisha Chinai', 'Ishq Bector']",Barsaat,https://www.youtube.com/watch?v=nF7dFTim9gw,['Nadeem - Shravan'],2005,Barsaat,
Saajan Saajan Saajan (Teri Dulhan Sajaungi),['Alka Yagnik'],Barsaat,https://www.youtube.com/watch?v=knWP7J8I0EY,['Nadeem - Shravan'],2005,Barsaat,
Ek Dilruba Hai,['Udit Narayan'],Bewafaa,https://www.youtube.com/watch?v=-UgrS_B53Yc,['Nadeem - Shravan'],2005,Bewafaa,
Ishq Chupta Nahin,['Abhijeet'],Bewafaa,http://www.youtube.com/watch?v=Z1I4KLiX-h0&feature=plcp,['Nadeem - Shravan'],2005,Bewafaa,
Kaise Piya Se,['Lata Mangeshkar'],Bewafaa,http://www.youtube.com/watch?v=CzfqKPFylyU&feature=plcp,['Nadeem - Shravan'],2005,Bewafaa,
Ek Bewafaa Hai,['Sonu Nigam'],Bewafaa,http://www.youtube.com/watch?v=aQWMuqnAvnk&feature=plcp,['Nadeem - Shravan'],2005,Bewafaa,
Kehta Hai Kabutar,"['Asha Bhosle', 'Shaan']",Bewafaa,http://www.youtube.com/watch?v=dLDWuusSRtM&feature=plcp,['Nadeem - Shravan'],2005,Bewafaa,
Pyaar Ka Anjaam,"['Kumar Sanu', 'Alka Yagnik', 'Sapna Mukherjee']",Bewafaa,http://www.youtube.com/watch?v=I8bPnPJS4Ew&feature=plcp,['Nadeem - Shravan'],2005,Bewafaa,
Teri Yaad Yaad Yaad,['Ghulam Ali'],Bewafaa,http://www.youtube.com/watch?v=EwAxJbaUZtc&feature=plcp,['Nadeem - Shravan'],2005,Bewafaa,
Maine Hothon Pe,"['Shaan', 'Sunidhi Chauhan']",Bhola In Bollywood,https://www.youtube.com/watch?v=fuYtk2ok_UI,['Altamash Khan'],2005,Bhola In Bollywood,
Hindustani Khaana Hindustani Gaana,['Sonu Nigam'],Bhola In Bollywood,https://www.youtube.com/watch?v=OpaM5XkMmbc,['Altamash Khan'],2005,Bhola In Bollywood,
Haan Maine Chhoo Kar Dekha Hai,['Gayatri Iyer'],Black,http://www.youtube.com/watch?v=YN2CGXw08dk,['Monty Sharma'],2005,Black,
Jaana Nahin Tha,"['Sonu Nigam', 'Alka Yagnik']",Blackmail,http://www.youtube.com/watch?v=3Cr6vdceG2U,['Himesh Reshammiya'],2005,Blackmail,
Tune Di Bekrari - 1,"['Shaan', 'Shreya Ghoshal', 'Jayesh Gandhi']",Blackmail,http://www.youtube.com/watch?v=GA3E7t5RLTE,['Himesh Reshammiya'],2005,Blackmail,
Akhiyan Lada Jaa - 1,"['Udit Narayan', 'Alka Yagnik']",Blackmail,http://www.youtube.com/watch?v=4SpyNNc1qcc,['Himesh Reshammiya'],2005,Blackmail,
Kaun Kehta Hai,"['Udit Narayan', 'Shreya Ghoshal']",Blackmail,https://www.youtube.com/watch?v=K7tCal5-1lo,['Himesh Reshammiya'],2005,Blackmail,
Imli Imli,"['Hema Sardesai', 'Jayesh Gandhi']",Blackmail,http://www.youtube.com/watch?v=Opi3J9j_pPA,['Himesh Reshammiya'],2005,Blackmail,
Tune Di Bekrari - 2,"['Jayesh Gandhi', 'Shaan']",Blackmail,https://www.youtube.com/watch?v=J5KKvpKZ2zU,['Himesh Reshammiya'],2005,Blackmail,
Akhiyan Lada Jaa - 2,"['Udit Narayan', 'Alka Yagnik']",Blackmail,https://www.youtube.com/watch?v=Tq-NiVOq8kY,['Himesh Reshammiya'],2005,Blackmail,
Tune Di Bekrari - 3,"['Jayesh Gandhi', 'Shaan']",Blackmail,https://www.youtube.com/watch?v=pnTSCaHyFZQ,['Himesh Reshammiya'],2005,Blackmail,
Tune Di Bekrari - 4,"['Jayesh Gandhi', 'Shaan']",Blackmail,https://www.youtube.com/watch?v=ber9sWC177M,['Himesh Reshammiya'],2005,Blackmail,
Sabse Bada Rupaiya,['Mehmood'],Bluffmaster!,https://www.youtube.com/watch?v=EyUDj9qgV-A,"['Basu - Manohari', 'Trickbaby']",2005,Bluffmaster!,
Say Naa Say Naa,"['Abhishek Bachchan', 'Sunidhi Chauhan']",Bluffmaster!,https://www.youtube.com/watch?v=QQy-6-IGn6M,"['Robert Uhlmann', 'Arash', 'Johan Bejerholm']",2005,Bluffmaster!,
Do Aur Do Paanch (Remix),['Kishore Kumar'],Bluffmaster!,https://www.youtube.com/watch?v=2pZR2B5VCOA,['Rajesh Roshan'],2005,Bluffmaster!,
Right Here Right Now (Hip Hop Mix),"['Abhishek Bachchan', 'Sunidhi Chauhan']",Bluffmaster!,https://www.youtube.com/watch?v=07xSj-xA-d8,['Vishal - Shekhar'],2005,Bluffmaster!,
Tadbeer Se Bigdi Hui Taqdeer (Destiny Remix),['Geeta Dutt'],Bluffmaster!,https://www.youtube.com/watch?v=wUma0Q5K-8g,['S.D. Burman'],2005,Bluffmaster!,
Right Here Right Now,"['Abhishek Bachchan', 'Sunidhi Chauhan']",Bluffmaster!,https://www.youtube.com/watch?v=JX409_Bq7m0,['Vishal - Shekhar'],2005,Bluffmaster!,
9 Parts Of Desire,['Saira Hussain'],Bluffmaster!,https://www.youtube.com/watch?v=dBp4Y7CjRwg,['Trickbaby'],2005,Bluffmaster!,
Indi Yarn,['Saira Hussain'],Bluffmaster!,https://www.youtube.com/watch?v=MjKDglXjIr4,"['Trickbaby', 'C. Ramchandra', 'Usha Khanna']",2005,Bluffmaster!,
Neela,"['Trickbaby', 'Shiv - Hari']",Bluffmaster!,https://www.youtube.com/watch?v=F1JUic_GoUg,['Hasan Kamaal'],2005,Bluffmaster!,
Parde Ke Peechhe,['Saira Hussain'],Bluffmaster!,https://www.youtube.com/watch?v=x_H_fUyCli0,['Trickbaby'],2005,Bluffmaster!,
Bure Bure/Boro Boro,"['Robert Uhlmann', 'Arash']",Bluffmaster!,https://www.youtube.com/watch?v=rzsp6EUBShM,"['Robert Uhlmann', 'Arash']",2005,Bluffmaster!,
Right Here Right Now (Dhol Mix),"['Abhishek Bachchan', 'Sunidhi Chauhan']",Bluffmaster!,https://www.youtube.com/watch?v=MbzErTBLNw0,['Vishal - Shekhar'],2005,Bluffmaster!,
Ghum Hai Kahan,['Sonu Nigam'],Bobby: Love & Lust,https://www.youtube.com/watch?v=y68782Iw26A,['Pallav Pandya'],2005,Bobby: Love & Lust,
Aa Aankhon Ki Zuban,"['Sonu Nigam', 'Hemangi Pandit']",Bobby: Love & Lust,https://www.youtube.com/watch?v=E1_zHfXzjUI,['Pallav Pandya'],2005,Bobby: Love & Lust,
Fitna Nigahen Meri Fitna Ada,['Sujata Trivedi'],Bobby: Love & Lust,https://www.youtube.com/watch?v=IzcapINCEbc,['Pallav Pandya'],2005,Bobby: Love & Lust,
Daabli Dupahri Mein Banna Ji Ne,"['Somiya', 'Krutibhatt Vora']",Bobby: Love & Lust,https://www.youtube.com/watch?v=FuPpk4rzfL8,['Pallav Pandya'],2005,Bobby: Love & Lust,
Aazadi,['A.R. Rahman'],Bose: The Forgotten Hero,http://www.youtube.com/watch?v=ITowQWWIEjA,['A.R. Rahman'],2005,Bose: The Forgotten Hero,
Kadam Kadam,['Vijay Prakash'],Bose: The Forgotten Hero,http://www.youtube.com/watch?v=qoc-dxjcMsM,['A.R. Rahman'],2005,Bose: The Forgotten Hero,
Ekla Chalo,"['Sonu Nigam', 'Nachiketa Chakraborty']",Bose: The Forgotten Hero,http://www.youtube.com/watch?v=R7mXg_pMdMQ,['A.R. Rahman'],2005,Bose: The Forgotten Hero,
Desh Ki Mitti,"['Sonu Nigam', 'Anuradha Sriram']",Bose: The Forgotten Hero,https://www.youtube.com/watch?v=SIfDRAg3Id8,['A.R. Rahman'],2005,Bose: The Forgotten Hero,
Dhadak Dhadak,"['Udit Narayan', 'Sunidhi Chauhan', 'Nihira Joshi']",Bunty Aur Babli,http://www.youtube.com/watch?v=9eR9WcrdfsA&feature=plcp,['Shankar - Ehsaan - Loy'],2005,Bunty Aur Babli,
Chup Chup Ke,"['Sonu Nigam', 'Mahalakshmi Iyer']",Bunty Aur Babli,http://www.youtube.com/watch?v=sosrUeFljnM&feature=plcp,['Shankar - Ehsaan - Loy'],2005,Bunty Aur Babli,
Nach Baliye,"['Shankar Mahadevan', 'Sowmya Raoh', 'Loy Mendonsa']",Bunty Aur Babli,http://www.youtube.com/watch?v=IWWZp-wj3KM&feature=plcp,['Shankar - Ehsaan - Loy'],2005,Bunty Aur Babli,
Bunty Aur Babli,"['Sukhwinder Singh', 'Jaspinder Narula', 'Shankar Mahadevan', 'Siddharth Mahadevan']",Bunty Aur Babli,http://www.youtube.com/watch?v=ljT7ZEW42g4&feature=plcp,['Shankar - Ehsaan - Loy'],2005,Bunty Aur Babli,
B N B,"['Blaaze', 'Shankar Mahadevan', 'Loy Mendonsa']",Bunty Aur Babli,http://www.youtube.com/watch?v=dKIrJo73CzA,['Shankar - Ehsaan - Loy'],2005,Bunty Aur Babli,
Kajraare Kajraare Tere Kaare Kaare Naina,"['Alisha Chinai', 'Shankar Mahadevan', 'Javed Ali']",Bunty Aur Babli,http://www.youtube.com/watch?v=DovUEruZ2q4&feature=plcp,['Shankar - Ehsaan - Loy'],2005,Bunty Aur Babli,
Chalta Hai Yaar,['Shankar Mahadevan'],Chalta Hai Yaar,https://www.youtube.com/watch?v=U-CPowJk1Fs,['Kamlesh Bhadkamkar'],2005,Chalta Hai Yaar,
Kabhi Phoolon Ki Tarah,['Udit Narayan'],Chalta Hai Yaar,https://www.youtube.com/watch?v=aVN_gFIaNFc,['Kamlesh Bhadkamkar'],2005,Chalta Hai Yaar,
Aankhon Mein Bhar Le,['Vaishali Samant'],Chalta Hai Yaar,https://www.youtube.com/watch?v=Ql7rcFTzxr0,['Kamlesh Bhadkamkar'],2005,Chalta Hai Yaar,
Aage Aage Chahat Chali,['Udit Narayan'],Chand Sa Roshan Chehra,https://www.youtube.com/watch?v=JoFJHWIGVtY,['Jatin - Lalit'],2005,Chand Sa Roshan Chehra,
Doli Leke Aaye Hain,"['Udit Narayan', 'Alka Yagnik']",Chand Sa Roshan Chehra,https://www.youtube.com/watch?v=bbNVIWIPQ2M,['Jatin - Lalit'],2005,Chand Sa Roshan Chehra,
Resham Se Bhi Nazuk Nazuk,['Udit Narayan'],Chand Sa Roshan Chehra,https://www.youtube.com/watch?v=zeUv3PHOmx8,['Jatin - Lalit'],2005,Chand Sa Roshan Chehra,
Woh Din Yaad Kar Lo Sanam,['Udit Narayan'],Chand Sa Roshan Chehra,https://www.youtube.com/watch?v=x1BDlrdRzik,['Jatin - Lalit'],2005,Chand Sa Roshan Chehra,
Pehli Nazar Ka Woh Pyar,"['Udit Narayan', 'Alka Yagnik', 'Sunidhi Chauhan']",Chand Sa Roshan Chehra,https://www.youtube.com/watch?v=hh3Gxa5C9D8,['Jatin - Lalit'],2005,Chand Sa Roshan Chehra,
Jadugar Jadugar,"['Udit Narayan', 'Sunidhi Chauhan']",Chand Sa Roshan Chehra,https://www.youtube.com/watch?v=tpWiDOCG1wo,['Jatin - Lalit'],2005,Chand Sa Roshan Chehra,
Doli Leke Aaye Hain (Sad),['Udit Narayan'],Chand Sa Roshan Chehra,https://www.youtube.com/watch?v=kPpfBlpE_HM,['Jatin - Lalit'],2005,Chand Sa Roshan Chehra,
Chanda Ki Doli,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=qRXMZUstDPg,['Sonu Nigam'],2005,,
Rafta Rafta Nazar,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=rM8tjcTB2vM,['Sonu Nigam'],2005,,
Pagal Hoon Main,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=sVET0KgEhp4,['Sonu Nigam'],2005,,
Mujhe Tumse Milke,['Sonu Nigam'],Chanda Ki Doli,https://www.youtube.com/watch?v=-pTLSoYqcXE,['Sonu Nigam'],2005,,
Tu,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=ljhsaN1A900,['Sonu Nigam'],2005,,
Chale Aao,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=_sImiuOUlAo,['Sonu Nigam'],2005,,
Tumne Mohabbat Ki,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=LpOGdBElJxA,['Sonu Nigam'],2005,,
Tu Hi Bata,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=WK6znvxF-Qs,['Sonu Nigam'],2005,,
Rehne De,['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=IXzBYZs6sPA,['Sonu Nigam'],2005,,
Chale Aao (Remix),['Sonu Nigam'],Chanda Ki Doli,http://www.youtube.com/watch?v=He45NzIJwVY,['Sonu Nigam'],2005,,
Mausam Ki Ijaazat,"['Kunal Ganjawala', 'Shreya Ghoshal']",Chehraa,http://www.youtube.com/watch?v=q7Dn4IgDrMU,['Nikhil - Vinay'],2005,Chehraa,
Kabhi Khamosh Baithogi,"['Babul Supriyo', 'Mahalakshmi Iyer']",Chehraa,https://www.youtube.com/watch?v=PFoNGhpCWSo,['Naresh Sharma'],2005,Chehraa,
Hadh Se Zyada Sanam,"['Shreya Ghoshal', 'Sonu Nigam']",Chehraa,https://www.youtube.com/watch?v=YHZk65z677M,['Naresh Sharma'],2005,Chehraa,
Teri Baahon Mein,"['Shreya Ghoshal', 'Sonu Nigam']",Chehraa,https://www.youtube.com/watch?v=JsyeT5h8QAY,['Ram Sampath'],2005,Chehraa,
Chillake Chillake,['Viva'],Chehraa,https://www.youtube.com/watch?v=YqBOn1DydCc,['Anu Malik'],2005,Chehraa,
Hadh Se Zyada Sanam - Sad,['Sonu Nigam'],Chehraa,https://www.youtube.com/watch?v=Bh8n1LF7TKM,['Naresh Sharma'],2005,Chehraa,
Khushboo Khayal Hoon,['Alka Yagnik'],Chehraa,https://www.youtube.com/watch?v=jeX9yaIC5JM,['Anu Malik'],2005,Chehraa,
Tabahee Tabahee,['Alisha Chinai'],Chehraa,http://www.youtube.com/watch?v=LrpvfqDoZso,['Anu Malik'],2005,Chehraa,
Chilla Ke Chilla Ke - Remix,['Viva'],Chehraa,http://www.youtube.com/watch?v=1NqlnaKSpyQ,['Anu Malik'],2005,Chehraa,
Tum Aaj Mile Ho (Solo),['Sabiya Khan'],Chetna: The Excitement,https://www.youtube.com/watch?v=jZwgmzdI2yI,['Daboo Malik'],2005,Chetna: The Excitement,
Halka Halka Sa Yeh Sama,['Sonu Nigam'],Chocolate,http://www.youtube.com/watch?v=sUTWwyAONAk,['Pritam'],2005,Chocolate,
Zahreeli Raatein,"['KK', 'Shreya Ghoshal']",Chocolate,https://www.youtube.com/watch?v=52m_EFqQVaM,['Pritam'],2005,Chocolate,
Jhuki Jhuki,"['Sunidhi Chauhan', 'Kailash Kher']",Chocolate,http://www.youtube.com/watch?v=mxRP_Mmcx8w,['Pritam'],2005,Chocolate,
Mummy,['Sunidhi Chauhan'],Chocolate,http://www.youtube.com/watch?v=zCXau_xraFM,['Pritam'],2005,Chocolate,
Panaahon Mein Mohabbat Ki,['Kunal Ganjawala'],Chocolate,https://www.youtube.com/watch?v=PO5WZV8YlsU,['Pritam'],2005,Chocolate,
Bheega Bheega Sa Yeh December Hai,"['Sunidhi Chauhan', 'Indee']",Chocolate,https://www.youtube.com/watch?v=-wgkSY9CnlI,['Pritam'],2005,Chocolate,
Halka Halka Sa Yeh Sama (Remix),['Sonu Nigam'],Chocolate,http://www.youtube.com/watch?v=sUTWwyAONAk&feature=plcp,['Pritam'],2005,Chocolate,
Khalish,"['Kunal Ganjawala', ""Suzanne D'Mello""]",Chocolate,http://www.youtube.com/watch?v=kdxR8QG8wD4,['Pritam'],2005,Chocolate,
Abhi Nahin Jaana,"['Shreya Ghoshal', 'Udit Narayan']",Chor Mandli,http://www.youtube.com/watch?v=CzsMYY7mRIY,['Nirmal B. Pawar'],2005,Chor Mandli,
